CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13117,22,8,984.91,4,5,4,13,High Value
13118,20,5,1125.0,4,4,4,12,High Value
13120,239,1,30.6,1,1,1,3,Hibernating
13121,269,1,254.73,1,1,2,4,Hibernating
13122,94,2,922.39,2,3,4,9,At Risk
13124,90,3,3756.33,2,3,5,10,At Risk
13126,5,8,2056.29,5,5,5,15,High Value
13127,78,1,259.17,2,1,2,5,Hibernating
13130,94,1,64.0,2,1,1,4,Hibernating
13131,23,3,1039.3,4,3,4,11,Potential
13132,262,1,77.3,1,1,1,3,Hibernating
13133,274,2,109.8,1,3,1,5,Regular
13134,86,4,1740.63,2,4,4,10,At Risk
13135,197,1,3096.0,1,1,5,7,Hibernating
13136,56,5,2545.38,3,4,5,12,Loyal
13137,11,8,3603.29,5,5,5,15,High Value
13138,22,6,962.39,4,5,4,13,High Value
13139,16,7,5055.79,4,5,5,14,High Value
13140,108,3,422.47,2,3,2,7,Regular
13141,85,5,2385.8,2,4,5,11,At Risk
13142,19,1,307.09,4,1,2,7,New
13144,333,1,110.95,1,1,1,3,Hibernating
13145,40,4,614.77,3,4,3,10,Loyal
13146,26,1,228.91,4,1,1,6,New
13147,10,4,712.8,5,4,3,12,Loyal
13148,29,12,3324.62,4,5,5,14,High Value
13149,14,4,1676.06,4,4,4,12,High Value
13151,296,1,1250.37,1,1,4,6,Hibernating
13153,6,1,486.22,5,1,3,9,New
13155,33,4,971.76,3,4,4,11,Loyal
13157,49,4,1721.57,3,4,4,11,Loyal
13158,95,4,1201.06,2,4,4,10,At Risk
13159,9,4,1371.25,5,4,4,13,High Value
13160,22,1,91.8,4,1,1,6,New
13161,313,1,112.75,1,1,1,3,Hibernating
13162,122,4,1644.99,2,4,4,10,At Risk
13165,46,2,1021.48,3,3,4,10,Regular
13166,283,1,414.7,1,1,2,4,Hibernating
13167,19,4,779.33,4,4,3,11,Loyal
13168,36,4,1290.54,3,4,4,11,Loyal
13169,64,2,712.88,3,3,3,9,Regular
13170,27,1,108.81,4,1,1,6,New
13171,22,3,426.81,4,3,2,9,Potential
13173,4,2,353.65,5,3,2,10,Potential
13174,16,3,2738.82,4,3,5,12,Potential
13176,46,1,481.49,3,1,3,7,Regular
13177,65,1,282.45,3,1,2,6,Regular
13178,26,11,5725.47,4,5,5,14,High Value
13182,45,1,121.18,3,1,1,5,Regular
13183,8,9,3957.78,5,5,5,15,High Value
13184,15,10,1615.45,4,5,4,13,High Value
13185,268,1,71.4,1,1,1,3,Hibernating
13186,40,3,1539.69,3,3,4,10,Regular
13187,337,1,236.02,1,1,1,3,Hibernating
13188,11,1,114.6,5,1,1,7,New
13189,19,2,260.68,4,3,2,9,Potential
13192,95,2,911.94,2,3,4,9,At Risk
13193,61,1,112.08,3,1,1,5,Regular
13194,136,1,60.7,2,1,1,4,Hibernating
13196,11,4,1797.78,5,4,4,13,High Value
13198,10,6,3384.09,5,5,5,15,High Value
13199,4,37,9788.96,5,5,5,15,High Value
13200,19,4,870.09,4,4,3,11,Loyal
13203,10,4,869.46,5,4,3,12,Loyal
13207,15,2,250.26,4,3,2,9,Potential
13208,59,5,1193.17,3,4,4,11,Loyal
13209,30,8,5820.16,4,5,5,14,High Value
13210,94,1,353.48,2,1,2,5,Hibernating
13211,10,3,1095.42,5,3,4,12,Potential
13212,20,3,779.33,4,3,3,10,Potential
13213,57,5,1518.43,3,4,4,11,Loyal
13216,268,1,333.74,1,1,2,4,Hibernating
13217,122,3,133.62,2,3,1,6,Regular
13218,127,1,62.64,2,1,1,4,Hibernating
13220,78,4,819.29,2,4,3,9,At Risk
13221,240,2,844.86,1,3,3,7,At Risk
13223,200,2,163.2,1,3,1,5,Regular
13224,60,2,2147.85,3,3,5,11,Regular
13225,3,7,6083.04,5,5,5,15,High Value
13226,273,1,108.21,1,1,1,3,Hibernating
13227,202,1,257.7,1,1,2,4,Hibernating
13228,81,1,358.0,2,1,2,5,Hibernating
13229,226,1,160.95,1,1,1,3,Hibernating
13230,4,14,2712.07,5,5,5,15,High Value
13232,13,7,1327.75,5,5,4,14,High Value
13233,74,2,605.12,2,3,3,8,At Risk
13235,212,1,1031.07,1,1,4,6,Hibernating
13236,25,2,727.27,4,3,3,10,Potential
13238,17,4,680.83,4,4,3,11,Loyal
13239,262,1,329.56,1,1,2,4,Hibernating
13240,96,4,648.7,2,4,3,9,At Risk
13242,112,3,270.4,2,3,2,7,Regular
13243,203,1,585.12,1,1,3,5,Hibernating
13244,93,1,121.74,2,1,1,4,Hibernating
13245,51,1,430.5,3,1,2,6,Regular
13246,18,6,1896.32,4,5,4,13,High Value
13247,18,4,501.12,4,4,3,11,Loyal
13248,125,2,465.68,2,3,2,7,Regular
13249,92,3,711.41,2,3,3,8,At Risk
13253,157,2,1030.4,2,3,4,9,At Risk
13255,9,2,390.66,5,3,2,10,Potential
13258,12,3,672.83,5,3,3,11,Potential
13259,62,1,283.18,3,1,2,6,Regular
13260,61,1,557.62,3,1,3,7,Regular
13261,269,2,944.1,1,3,4,8,At Risk
13262,263,1,200.29,1,1,1,3,Hibernating
13263,1,34,7411.71,5,5,5,15,High Value
13265,53,5,2092.66,3,4,5,12,Loyal
13266,11,12,3717.67,5,5,5,15,High Value
13267,3,19,4404.44,5,5,5,15,High Value
13268,18,10,3105.66,4,5,5,14,High Value
13269,1,15,5312.97,5,5,5,15,High Value
13270,366,1,590.0,1,1,3,5,Hibernating
13271,37,1,172.37,3,1,1,5,Regular
13272,31,2,276.56,4,3,2,9,Potential
13273,113,1,138.98,2,1,1,4,Hibernating
13276,64,2,590.93,3,3,3,9,Regular
13277,16,4,258.4,4,4,2,10,Loyal
13278,41,1,542.73,3,1,3,7,Regular
13279,78,1,126.3,2,1,1,4,Hibernating
13280,122,3,798.46,2,3,3,8,At Risk
13282,18,3,1047.84,4,3,4,11,Potential
13283,60,2,93.66,3,3,1,7,Regular
13284,331,1,196.15,1,1,1,3,Hibernating
13285,23,4,2709.12,4,4,5,13,High Value
13291,156,1,361.11,2,1,2,5,Hibernating
13292,39,2,578.94,3,3,3,9,Regular
13294,190,2,873.74,1,3,3,7,At Risk
13295,360,1,197.95,1,1,1,3,Hibernating
13296,137,1,87.4,2,1,1,4,Hibernating
13297,8,4,2089.85,5,4,5,14,High Value
13298,1,1,360.0,5,1,2,8,New
13299,268,1,142.5,1,1,1,3,Hibernating
13300,169,1,365.29,2,1,2,5,Hibernating
13301,104,4,600.19,2,4,3,9,At Risk
13302,155,1,63.75,2,1,1,4,Hibernating
13304,351,1,300.42,1,1,2,4,Hibernating
13305,4,10,2000.86,5,5,5,15,High Value
13307,120,1,15.0,2,1,1,4,Hibernating
13308,23,3,1367.61,4,3,4,11,Potential
13309,7,5,1456.79,5,4,4,13,High Value
13310,28,3,1083.63,4,3,4,11,Potential
13311,4,2,598.57,5,3,3,11,Potential
13313,22,5,1555.32,4,4,4,12,High Value
13314,2,3,593.51,5,3,3,11,Potential
13316,37,4,5732.93,3,4,5,12,Loyal
13317,66,6,2140.07,3,5,5,13,Loyal
13318,1,3,640.76,5,3,3,11,Potential
13319,5,26,10664.34,5,5,5,15,High Value
13320,78,4,1475.2,2,4,4,10,At Risk
13321,72,2,567.36,2,3,3,8,At Risk
13322,17,1,199.48,4,1,1,6,New
13323,3,5,787.85,5,4,3,12,Loyal
13324,36,10,7072.8,3,5,5,13,Loyal
13325,82,1,675.3,2,1,3,6,Hibernating
13327,39,8,3617.57,3,5,5,13,Loyal
13328,316,1,1308.48,1,1,4,6,Hibernating
13329,32,2,740.4,4,3,3,10,Potential
13330,93,3,1140.93,2,3,4,9,At Risk
13332,14,1,350.9,4,1,2,7,New
13334,82,3,3502.32,2,3,5,10,At Risk
13336,77,1,795.12,2,1,3,6,Hibernating
13338,158,1,381.82,2,1,2,5,Hibernating
13339,201,1,860.12,1,1,3,5,Hibernating
13340,45,7,10736.48,3,5,5,13,Loyal
13341,261,1,775.85,1,1,3,5,Hibernating
13343,178,1,253.93,2,1,2,5,Hibernating
13344,68,3,2511.69,3,3,5,11,Regular
13345,288,1,327.6,1,1,2,4,Hibernating
13347,70,1,291.36,3,1,2,6,Regular
13348,64,1,233.76,3,1,1,5,Regular
13349,11,1,197.32,5,1,1,7,New
13350,16,2,810.72,4,3,3,10,Potential
13351,66,1,323.94,3,1,2,6,Regular
13352,60,1,339.28,3,1,2,6,Regular
13354,71,1,743.53,3,1,3,7,Regular
13355,122,1,674.7,2,1,3,6,Hibernating
13356,80,1,768.24,2,1,3,6,Hibernating
13357,257,1,609.4,1,1,3,5,Hibernating
13358,269,1,389.03,1,1,2,4,Hibernating
13359,64,1,381.26,3,1,2,6,Regular
13362,9,4,3085.49,5,4,5,14,High Value
13363,18,2,892.5,4,3,3,10,Potential
13365,34,2,2191.22,3,3,5,11,Regular
13366,50,1,56.16,3,1,1,5,Regular
13368,257,2,573.4,1,3,3,7,At Risk
13369,366,1,213.75,1,1,1,3,Hibernating
13370,372,1,721.32,1,1,3,5,Hibernating
13372,90,1,328.64,2,1,2,5,Hibernating
13373,61,3,3312.25,3,3,5,11,Regular
13375,89,1,772.9,2,1,3,6,Hibernating
13376,99,3,869.76,2,3,3,8,At Risk
13379,26,3,572.56,4,3,3,10,Potential
13381,32,6,3626.81,4,5,5,14,High Value
13382,281,1,222.99,1,1,1,3,Hibernating
13384,31,7,4122.28,4,5,5,14,High Value
13385,330,1,534.57,1,1,3,5,Hibernating
13388,131,2,627.15,2,3,3,8,At Risk
13389,11,3,797.96,5,3,3,11,Potential
13390,75,1,544.08,2,1,3,6,Hibernating
13391,204,1,59.8,1,1,1,3,Hibernating
13394,2,8,2318.3,5,5,5,15,High Value
13395,185,1,307.72,1,1,2,4,Hibernating
13396,29,2,1325.29,4,3,4,11,Potential
13397,73,5,1539.18,2,4,4,10,At Risk
13398,192,1,457.34,1,1,2,4,Hibernating
13402,127,2,621.23,2,3,3,8,At Risk
13403,18,1,75.0,4,1,1,6,New
13404,1,2,252.49,5,3,2,10,Potential
13405,204,2,557.45,1,3,3,7,At Risk
13408,2,62,27888.38,5,5,5,15,High Value
13410,24,5,988.91,4,4,4,12,High Value
13411,107,1,213.55,2,1,1,4,Hibernating
13414,134,3,1390.5,2,3,4,9,At Risk
13416,44,2,712.5,3,3,3,9,Regular
13417,5,2,640.83,5,3,3,11,Potential
13418,12,18,5845.44,5,5,5,15,High Value
13419,64,1,221.06,3,1,1,5,Regular
13420,150,2,140.35,2,3,1,6,Regular
13421,40,2,1821.11,3,3,4,10,Regular
13422,64,1,2601.55,3,1,5,9,Regular
13425,108,3,1624.21,2,3,4,9,At Risk
13426,1,10,3558.32,5,5,5,15,High Value
13427,19,3,582.6,4,3,3,10,Potential
13428,10,1,201.78,5,1,1,7,New
13429,11,4,1006.8,5,4,4,13,High Value
13430,19,2,652.07,4,3,3,10,Potential
13431,67,2,1269.1,3,3,4,10,Regular
13434,74,2,534.24,2,3,3,8,At Risk
13435,5,7,3794.49,5,5,5,15,High Value
13436,2,1,196.89,5,1,1,7,New
13437,14,7,3408.06,4,5,5,14,High Value
13439,255,1,283.71,1,1,2,4,Hibernating
13441,92,1,296.64,2,1,2,5,Hibernating
13447,23,3,1104.23,4,3,4,11,Potential
13448,17,6,3460.99,4,5,5,14,High Value
13449,24,1,291.88,4,1,2,7,New
13450,27,6,2043.72,4,5,5,14,High Value
13451,26,5,2838.56,4,4,5,13,High Value
13452,259,2,590.0,1,3,3,7,At Risk
13453,166,2,356.98,2,3,2,7,Regular
13455,25,2,1007.35,4,3,4,11,Potential
13456,18,6,1737.82,4,5,4,13,High Value
13458,7,14,9537.92,5,5,5,15,High Value
13460,29,2,183.44,4,3,1,8,Potential
13461,39,3,1445.0,3,3,4,10,Regular
13462,253,1,143.25,1,1,1,3,Hibernating
13464,58,1,674.68,3,1,3,7,Regular
13466,184,1,297.95,1,1,2,4,Hibernating
13467,11,2,1071.91,5,3,4,12,Potential
13468,2,37,5656.75,5,5,5,15,High Value
13470,99,2,165.0,2,3,1,6,Regular
13471,1,4,2501.84,5,4,5,14,High Value
13473,61,2,417.54,3,3,2,8,Regular
13474,236,1,226.84,1,1,1,3,Hibernating
13475,191,4,1431.78,1,4,4,9,At Risk
13476,179,2,1092.77,2,3,4,9,At Risk
13477,38,6,1441.53,3,5,4,12,Loyal
13479,201,2,291.0,1,3,2,6,Regular
13481,46,5,1776.81,3,4,4,11,Loyal
13482,232,1,184.64,1,1,1,3,Hibernating
13483,66,1,140.34,3,1,1,5,Regular
13484,241,1,313.8,1,1,2,4,Hibernating
13485,233,1,454.24,1,1,2,4,Hibernating
13486,78,3,1122.41,2,3,4,9,At Risk
13487,58,3,575.4,3,3,3,9,Regular
13488,17,13,8910.61,4,5,5,14,High Value
13489,105,4,449.52,2,4,2,8,Regular
13491,52,10,1215.82,3,5,4,12,Loyal
13492,136,3,1269.84,2,3,4,9,At Risk
13493,275,2,498.63,1,3,3,7,At Risk
13494,312,1,316.26,1,1,2,4,Hibernating
13495,8,5,1990.12,5,4,4,13,High Value
13496,11,2,617.93,5,3,3,11,Potential
13497,283,2,321.05,1,3,2,6,Regular
13499,18,5,1146.96,4,4,4,12,High Value
13500,23,3,1136.77,4,3,4,11,Potential
13501,288,1,1310.47,1,1,4,6,Hibernating
13502,17,3,292.0,4,3,2,9,Potential
13503,71,1,216.85,3,1,1,5,Regular
13504,64,1,295.93,3,1,2,6,Regular
13505,73,4,3522.88,2,4,5,11,At Risk
13506,316,2,452.82,1,3,2,6,Regular
13507,3,4,2479.16,5,4,5,14,High Value
13508,244,1,110.97,1,1,1,3,Hibernating
13509,9,6,964.72,5,5,4,14,High Value
13510,1,4,1785.16,5,4,4,13,High Value
13512,261,1,251.21,1,1,2,4,Hibernating
13513,127,1,205.1,2,1,1,4,Hibernating
13514,74,1,152.2,2,1,1,4,Hibernating
13515,73,4,891.12,2,4,3,9,At Risk
13516,21,3,1389.41,4,3,4,11,Potential
13517,60,3,2109.07,3,3,5,11,Regular
13518,86,1,627.16,2,1,3,6,Hibernating
13519,78,1,110.8,2,1,1,4,Hibernating
13520,59,6,2967.75,3,5,5,13,Loyal
13521,1,3,1070.47,5,3,4,12,Potential
13522,30,1,125.8,4,1,1,6,New
13523,33,5,3755.38,3,4,5,12,Loyal
13524,41,5,680.18,3,4,3,10,Loyal
13525,15,2,628.78,4,3,3,10,Potential
13527,34,7,2218.61,3,5,5,13,Loyal
13529,79,2,307.76,2,3,2,7,Regular
13531,205,2,483.8,1,3,3,7,At Risk
13532,34,1,210.31,3,1,1,5,Regular
13533,183,3,269.09,1,3,2,6,Regular
13534,2,25,5613.08,5,5,5,15,High Value
13536,1,7,3444.39,5,5,5,15,High Value
13538,43,7,1280.85,3,5,4,12,Loyal
13539,86,3,605.84,2,3,3,8,At Risk
13544,40,2,276.06,3,3,2,8,Regular
13546,12,3,621.09,5,3,3,11,Potential
13548,96,2,678.16,2,3,3,8,At Risk
13549,26,7,916.12,4,5,4,13,High Value
13551,319,1,91.8,1,1,1,3,Hibernating
13552,66,12,3539.53,3,5,5,13,Loyal
13555,74,4,4098.88,2,4,5,11,At Risk
13557,28,2,584.06,4,3,3,10,Potential
13558,6,4,594.52,5,4,3,12,Loyal
13560,7,1,171.42,5,1,1,7,New
13561,216,1,141.86,1,1,1,3,Hibernating
13562,82,3,1799.33,2,3,4,9,At Risk
13563,84,2,777.53,2,3,3,8,At Risk
13564,354,2,1174.03,1,3,4,8,At Risk
13565,19,2,240.22,4,3,1,8,Potential
13566,41,2,856.84,3,3,3,9,Regular
13568,173,1,187.05,2,1,1,4,Hibernating
13569,17,2,337.12,4,3,2,9,Potential
13570,243,1,239.49,1,1,1,3,Hibernating
13571,13,12,2088.94,5,5,5,15,High Value
13572,206,1,1384.25,1,1,4,6,Hibernating
13573,50,2,290.25,3,3,2,8,Regular
13575,23,5,732.07,4,4,3,11,Loyal
13576,10,18,6703.3,5,5,5,15,High Value
13577,25,4,1658.3,4,4,4,12,High Value
13579,15,2,467.04,4,3,2,9,Potential
13581,309,1,118.0,1,1,1,3,Hibernating
13583,156,1,781.03,2,1,3,6,Hibernating
13584,307,1,142.4,1,1,1,3,Hibernating
13587,64,1,347.0,3,1,2,6,Regular
13588,16,9,2449.53,4,5,5,14,High Value
13589,15,2,379.65,4,3,2,9,Potential
13590,11,6,1976.12,5,5,4,14,High Value
13591,65,3,1117.13,3,3,4,10,Regular
13592,36,4,247.96,3,4,2,9,Loyal
13593,108,5,1965.08,2,4,4,10,At Risk
13594,53,1,396.97,3,1,2,6,Regular
13596,6,2,664.11,5,3,3,11,Potential
13598,47,1,147.29,3,1,1,5,Regular
13599,1,21,5028.57,5,5,5,15,High Value
13600,312,1,219.52,1,1,1,3,Hibernating
13601,45,2,693.32,3,3,3,9,Regular
13602,65,1,428.89,3,1,2,6,Regular
13603,26,1,164.34,4,1,1,6,New
13606,29,3,276.75,4,3,2,9,Potential
13607,40,1,675.51,3,1,3,7,Regular
13610,12,7,1065.88,5,5,4,14,High Value
13611,89,3,1140.8,2,3,4,9,At Risk
13614,24,4,1585.46,4,4,4,12,High Value
13615,319,1,399.99,1,1,2,4,Hibernating
13617,40,3,544.18,3,3,3,9,Regular
13618,174,1,177.34,2,1,1,4,Hibernating
13621,117,1,213.85,2,1,1,4,Hibernating
13623,31,5,696.2,4,4,3,11,Loyal
13626,253,1,257.23,1,1,2,4,Hibernating
13627,59,5,1624.02,3,4,4,11,Loyal
13629,23,11,7792.36,4,5,5,14,High Value
13630,5,7,1995.68,5,5,4,14,High Value
13631,100,11,3021.77,2,5,5,12,At Risk
13632,25,5,2114.68,4,4,5,13,High Value
13634,33,5,1547.36,3,4,4,11,Loyal
13635,68,1,1071.03,3,1,4,8,Regular
13636,37,5,941.62,3,4,4,11,Loyal
13637,52,3,803.05,3,3,3,9,Regular
13638,16,1,122.64,4,1,1,6,New
13639,74,1,1033.34,2,1,4,7,Hibernating
13642,216,1,312.28,1,1,2,4,Hibernating
13643,31,3,519.44,4,3,3,10,Potential
13644,16,4,2597.52,4,4,5,13,High Value
13645,120,1,252.1,2,1,2,5,Hibernating
13647,10,4,1640.22,5,4,4,13,High Value
13649,257,2,346.6,1,3,2,6,Regular
13650,17,6,1809.34,4,5,4,13,High Value
13651,40,1,79.2,3,1,1,5,Regular
13652,46,3,1095.08,3,3,4,10,Regular
13654,43,6,2707.33,3,5,5,13,Loyal
13655,114,2,932.97,2,3,4,9,At Risk
13656,165,2,379.65,2,3,2,7,Regular
13657,11,2,382.14,5,3,2,10,Potential
13658,10,5,2421.47,5,4,5,14,High Value
13659,206,2,1540.65,1,3,4,8,At Risk
13662,86,3,862.58,2,3,3,8,At Risk
13663,179,1,189.47,2,1,1,4,Hibernating
13666,60,3,84.65,3,3,1,7,Regular
13667,149,1,299.05,2,1,2,5,Hibernating
13668,3,21,6162.31,5,5,5,15,High Value
13669,51,2,218.55,3,3,1,7,Regular
13670,75,1,349.7,2,1,2,5,Hibernating
13673,19,2,387.44,4,3,2,9,Potential
13675,151,2,486.82,2,3,3,8,At Risk
13678,152,1,232.6,2,1,1,4,Hibernating
13680,1,4,2199.01,5,4,5,14,High Value
13681,18,4,827.83,4,4,3,11,Loyal
13682,187,1,59.5,1,1,1,3,Hibernating
13684,286,1,62.13,1,1,1,3,Hibernating
13685,3,7,3119.44,5,5,5,15,High Value
13686,183,1,72.0,1,1,1,3,Hibernating
13689,63,1,910.0,3,1,4,8,Regular
13690,59,1,172.25,3,1,1,5,Regular
13692,25,3,1473.37,4,3,4,11,Potential
13694,4,50,62961.54,5,5,5,15,High Value
13695,31,15,2504.13,4,5,5,14,High Value
13697,39,1,151.3,3,1,1,5,Regular
13699,155,1,308.58,2,1,2,5,Hibernating
13700,26,10,2248.63,4,5,5,14,High Value
13703,318,1,99.5,1,1,1,3,Hibernating
13704,5,9,2295.31,5,5,5,15,High Value
13705,8,3,711.86,5,3,3,11,Potential
13706,303,1,330.79,1,1,2,4,Hibernating
13707,267,2,806.41,1,3,3,7,At Risk
13708,271,1,283.33,1,1,2,4,Hibernating
13709,4,13,6228.71,5,5,5,15,High Value
13710,32,1,180.48,4,1,1,6,New
13711,219,2,252.06,1,3,2,6,Regular
13712,247,1,228.84,1,1,1,3,Hibernating
13715,281,5,1051.99,1,4,4,9,At Risk
13716,269,1,138.28,1,1,1,3,Hibernating
13717,32,6,1432.26,4,5,4,13,High Value
13718,246,2,306.55,1,3,2,6,Regular
13719,15,5,1041.68,4,4,4,12,High Value
13720,117,4,799.9,2,4,3,9,At Risk
13721,36,1,524.14,3,1,3,7,Regular
13722,132,3,2369.16,2,3,5,10,At Risk
13723,217,1,199.85,1,1,1,3,Hibernating
13725,50,8,1809.81,3,5,4,12,Loyal
13726,39,2,1079.66,3,3,4,10,Regular
13727,29,2,333.48,4,3,2,9,Potential
13728,37,6,1016.14,3,5,4,12,Loyal
13730,136,2,752.6,2,3,3,8,At Risk
13731,219,2,610.59,1,3,3,7,At Risk
13732,28,1,491.86,4,1,3,8,New
13735,25,4,2764.48,4,4,5,13,High Value
13736,5,2,721.9,5,3,3,11,Potential
13737,200,1,339.6,1,1,2,4,Hibernating
13739,18,1,216.9,4,1,1,6,New
13740,241,1,350.75,1,1,2,4,Hibernating
13741,72,3,666.33,2,3,3,8,At Risk
13742,17,12,3079.27,4,5,5,14,High Value
13743,3,7,1340.15,5,5,4,14,High Value
13744,95,2,1080.52,2,3,4,9,At Risk
13745,162,1,291.54,2,1,2,5,Hibernating
13747,374,1,79.6,1,1,1,3,Hibernating
13748,96,5,948.25,2,4,4,10,At Risk
13750,54,5,1647.26,3,4,4,11,Loyal
13751,288,1,296.25,1,1,2,4,Hibernating
13752,124,6,1175.38,2,5,4,11,At Risk
13753,288,1,741.26,1,1,3,5,Hibernating
13754,152,2,282.6,2,3,2,7,Regular
13755,4,9,2101.39,5,5,5,15,High Value
13756,2,14,5145.12,5,5,5,15,High Value
13758,12,7,3190.55,5,5,5,15,High Value
13759,33,2,659.41,3,3,3,9,Regular
13760,54,2,286.79,3,3,2,8,Regular
13761,50,2,1070.65,3,3,4,10,Regular
13763,63,1,1689.46,3,1,4,8,Regular
13764,71,3,1516.42,3,3,4,10,Regular
13767,2,37,16945.71,5,5,5,15,High Value
13769,2,10,2771.87,5,5,5,15,High Value
13771,64,4,2631.7,3,4,5,12,Loyal
13772,34,3,1122.63,3,3,4,10,Regular
13774,82,1,345.0,2,1,2,5,Hibernating
13777,1,33,25758.1,5,5,5,15,High Value
13778,103,1,178.7,2,1,1,4,Hibernating
13780,7,2,360.01,5,3,2,10,Potential
13781,251,1,127.84,1,1,1,3,Hibernating
13782,13,6,908.86,5,5,3,13,Loyal
13784,10,11,2462.79,5,5,5,15,High Value
13786,367,1,230.4,1,1,1,3,Hibernating
13787,76,2,309.04,2,3,2,7,Regular
13790,4,1,348.8,5,1,2,8,New
13791,128,2,1047.68,2,3,4,9,At Risk
13792,66,2,195.55,3,3,1,7,Regular
13798,1,57,36352.87,5,5,5,15,High Value
13799,117,2,688.86,2,3,3,8,At Risk
13800,310,1,558.32,1,1,3,5,Hibernating
13801,67,1,324.8,3,1,2,6,Regular
13802,139,3,3906.27,2,3,5,10,At Risk
13803,255,1,277.07,1,1,2,4,Hibernating
13804,31,7,2588.39,4,5,5,14,High Value
13805,52,2,924.6,3,3,4,10,Regular
13806,64,1,256.38,3,1,2,6,Regular
13807,367,1,112.6,1,1,1,3,Hibernating
13808,6,5,1747.66,5,4,4,13,High Value
13809,305,1,155.05,1,1,1,3,Hibernating
13810,29,2,827.51,4,3,3,10,Potential
13811,184,2,519.75,1,3,3,7,At Risk
13812,42,3,485.0,3,3,3,9,Regular
13813,40,4,1155.41,3,4,4,11,Loyal
13814,92,2,1562.12,2,3,4,9,At Risk
13815,22,4,3654.91,4,4,5,13,High Value
13816,24,2,483.04,4,3,3,10,Potential
13817,29,2,328.98,4,3,2,9,Potential
13819,302,3,1140.35,1,3,4,8,At Risk
13821,145,2,385.64,2,3,2,7,Regular
13822,6,2,632.0,5,3,3,11,Potential
13823,19,2,957.66,4,3,4,11,Potential
13824,33,5,1698.94,3,4,4,11,Loyal
13826,176,1,179.55,2,1,1,4,Hibernating
13827,58,3,409.8,3,3,2,8,Regular
13828,22,1,209.49,4,1,1,6,New
13831,16,6,2198.45,4,5,5,14,High Value
13832,19,1,40.95,4,1,1,6,New
13833,159,1,383.85,2,1,2,5,Hibernating
13835,25,4,834.57,4,4,3,11,Loyal
13837,212,2,266.59,1,3,2,6,Regular
13838,6,4,674.82,5,4,3,12,Loyal
13841,253,1,85.0,1,1,1,3,Hibernating
13842,59,9,3385.62,3,5,5,13,Loyal
13844,11,1,361.62,5,1,2,8,New
13845,65,1,312.98,3,1,2,6,Regular
13846,25,3,847.61,4,3,3,10,Potential
13848,92,3,1255.0,2,3,4,9,At Risk
13849,52,2,1537.95,3,3,4,10,Regular
13850,129,1,1586.81,2,1,4,7,Hibernating
13851,96,3,2651.46,2,3,5,10,At Risk
13853,57,1,1056.94,3,1,4,8,Regular
13854,9,25,8025.02,5,5,5,15,High Value
13856,169,3,363.4,2,3,2,7,Regular
13858,57,1,216.17,3,1,1,5,Regular
13859,326,1,201.16,1,1,1,3,Hibernating
13860,1,5,1240.0,5,4,4,13,High Value
13862,18,8,2187.31,4,5,5,14,High Value
13863,248,1,299.56,1,1,2,4,Hibernating
13865,58,4,501.56,3,4,3,10,Loyal
13866,74,1,145.67,2,1,1,4,Hibernating
13867,31,3,1005.09,4,3,4,11,Potential
13868,7,2,3192.54,5,3,5,13,Potential
13869,123,4,3083.65,2,4,5,11,At Risk
13870,2,8,2751.25,5,5,5,15,High Value
13871,23,13,6389.8,4,5,5,14,High Value
13873,120,3,381.7,2,3,2,7,Regular
13874,358,1,540.45,1,1,3,5,Hibernating
13875,54,5,1786.79,3,4,4,11,Loyal
13876,64,1,122.7,3,1,1,5,Regular
13877,86,1,117.24,2,1,1,4,Hibernating
13878,55,1,1271.57,3,1,4,8,Regular
13880,21,13,3219.77,4,5,5,14,High Value
13881,4,20,16989.52,5,5,5,15,High Value
13882,3,5,1131.28,5,4,4,13,High Value
13883,11,5,2542.25,5,4,5,14,High Value
13884,7,5,781.3,5,4,3,12,Loyal
13885,189,2,506.8,1,3,3,7,At Risk
13886,71,1,243.56,3,1,2,6,Regular
13887,204,1,349.55,1,1,2,4,Hibernating
13888,120,2,595.67,2,3,3,8,At Risk
13889,93,1,416.9,2,1,2,5,Hibernating
13890,1,10,1860.86,5,5,4,14,High Value
13892,27,4,632.97,4,4,3,11,Loyal
13893,298,1,821.1,1,1,3,5,Hibernating
13894,24,3,535.97,4,3,3,10,Potential
13895,28,4,2588.12,4,4,5,13,High Value
13897,50,1,311.16,3,1,2,6,Regular
13898,326,1,155.93,1,1,1,3,Hibernating
13899,16,2,388.52,4,3,2,9,Potential
13900,183,3,740.95,1,3,3,7,At Risk
13901,72,5,2867.2,2,4,5,11,At Risk
13904,37,2,332.64,3,3,2,8,Regular
13908,80,4,2297.05,2,4,5,11,At Risk
13911,57,9,2580.91,3,5,5,13,Loyal
13914,12,2,613.95,5,3,3,11,Potential
13917,50,2,272.04,3,3,2,8,Regular
13918,50,2,1212.84,3,3,4,10,Regular
13919,59,2,314.16,3,3,2,8,Regular
13922,352,1,172.25,1,1,1,3,Hibernating
13923,54,1,351.13,3,1,2,6,Regular
13924,2,6,1682.08,5,5,4,14,High Value
13925,93,4,616.65,2,4,3,9,At Risk
13926,23,1,223.85,4,1,1,6,New
13927,75,1,348.99,2,1,2,5,Hibernating
13928,11,4,464.57,5,4,2,11,Loyal
13929,169,2,802.85,2,3,3,8,At Risk
